{\rtf1\ansi\ansicpg1252\cocoartf1038\cocoasubrtf360
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;}
\paperw11900\paperh16840\margl1440\margr1440\vieww21020\viewh14500\viewkind0
\deftab720
\pard\pardeftab720\ql\qnatural

\f0\fs24 \cf0 type	latitude	longitude	altitude (m)	data	fixtype	utc\
W	40.064443000	-3.143623000	621.0	4592	04	Mon Oct 28 2013 11:04:30 GMT+0100 (CET)\
W	40.064450000	-3.143624000	619.0	4593	04	Mon Oct 28 2013 11:04:45 GMT+0100 (CET)\
W	40.064454000	-3.143625000	617.0	4594	04	Mon Oct 28 2013 11:05:00 GMT+0100 (CET)\
W	40.064454000	-3.143625000	616.0	4595	04	Mon Oct 28 2013 11:05:15 GMT+0100 (CET)\
W	40.064450000	-3.143632000	614.0	4597	04	Mon Oct 28 2013 11:05:45 GMT+0100 (CET)\
W	40.064446000	-3.143633000	614.0	4598	04	Mon Oct 28 2013 11:06:00 GMT+0100 (CET)\
W	40.064443000	-3.143633000	614.0	4616	04	Mon Oct 28 2013 11:09:15 GMT+0100 (CET)\
W	40.064443000	-3.143632000	614.0	4618	04	Mon Oct 28 2013 11:09:45 GMT+0100 (CET)\
W	40.064439000	-3.143632000	614.0	4619	04	Mon Oct 28 2013 11:10:00 GMT+0100 (CET)\
W	40.064439000	-3.143632000	615.0	4620	04	Mon Oct 28 2013 11:10:15 GMT+0100 (CET)\
W	40.064435000	-3.143632000	615.0	4621	04	Mon Oct 28 2013 11:10:30 GMT+0100 (CET)\
W	40.064431000	-3.143632000	615.0	4623	04	Mon Oct 28 2013 11:11:00 GMT+0100 (CET)\
W	40.064427000	-3.143632000	615.0	4626	04	Mon Oct 28 2013 11:11:45 GMT+0100 (CET)\
W	40.064424000	-3.143632000	615.0	4631	04	Mon Oct 28 2013 11:13:00 GMT+0100 (CET)\
W	40.064420000	-3.143632000	615.0	4633	04	Mon Oct 28 2013 11:13:30 GMT+0100 (CET)\
W	40.064416000	-3.143632000	615.0	4635	04	Mon Oct 28 2013 11:14:00 GMT+0100 (CET)\
W	40.064412000	-3.143632000	615.0	4638	04	Mon Oct 28 2013 11:14:45 GMT+0100 (CET)\
W	40.064408000	-3.143632000	615.0	4643	04	Mon Oct 28 2013 11:16:00 GMT+0100 (CET)\
W	40.064404000	-3.143632000	615.0	4645	04	Mon Oct 28 2013 11:16:30 GMT+0100 (CET)\
W	40.064401000	-3.143632000	615.0	4648	04	Mon Oct 28 2013 11:17:15 GMT+0100 (CET)\
W	40.064397000	-3.143632000	615.0	4651	04	Mon Oct 28 2013 11:18:00 GMT+0100 (CET)\
W	40.064393000	-3.143632000	615.0	4655	04	Mon Oct 28 2013 11:19:00 GMT+0100 (CET)\
W	40.064389000	-3.143632000	615.0	4659	04	Mon Oct 28 2013 11:20:00 GMT+0100 (CET)\
W	40.064389000	-3.143631000	615.0	4661	04	Mon Oct 28 2013 11:20:30 GMT+0100 (CET)\
W	40.064385000	-3.143631000	615.0	4662	04	Mon Oct 28 2013 11:20:45 GMT+0100 (CET)\
W	40.064385000	-3.143632000	615.0	4665	04	Mon Oct 28 2013 11:21:30 GMT+0100 (CET)\
W	40.064382000	-3.143632000	615.0	4667	04	Mon Oct 28 2013 11:22:00 GMT+0100 (CET)\
W	40.064382000	-3.143631000	615.0	4669	04	Mon Oct 28 2013 11:22:30 GMT+0100 (CET)\
W	40.064378000	-3.143632000	615.0	4672	04	Mon Oct 28 2013 11:23:15 GMT+0100 (CET)\
W	40.064374000	-3.143632000	615.0	4676	04	Mon Oct 28 2013 11:24:15 GMT+0100 (CET)\
W	40.064374000	-3.143632000	616.0	4679	04	Mon Oct 28 2013 11:25:00 GMT+0100 (CET)\
W	40.064370000	-3.143632000	616.0	4681	04	Mon Oct 28 2013 11:25:30 GMT+0100 (CET)\
W	40.064366000	-3.143632000	616.0	4686	04	Mon Oct 28 2013 11:26:45 GMT+0100 (CET)\
W	40.064363000	-3.143632000	616.0	4692	04	Mon Oct 28 2013 11:28:15 GMT+0100 (CET)\
W	40.064359000	-3.143632000	616.0	4699	04	Mon Oct 28 2013 11:30:00 GMT+0100 (CET)\
W	40.064355000	-3.143632000	616.0	4707	04	Mon Oct 28 2013 11:32:00 GMT+0100 (CET)\
W	40.064351000	-3.143632000	616.0	4714	04	Mon Oct 28 2013 11:33:45 GMT+0100 (CET)\
W	40.064351000	-3.143632000	617.0	4716	04	Mon Oct 28 2013 11:34:15 GMT+0100 (CET)\
W	40.064347000	-3.143632000	617.0	4724	04	Mon Oct 28 2013 11:36:15 GMT+0100 (CET)\
W	40.064347000	-3.143631000	617.0	4730	04	Mon Oct 28 2013 11:37:45 GMT+0100 (CET)\
W	40.064343000	-3.143632000	617.0	4735	04	Mon Oct 28 2013 11:39:00 GMT+0100 (CET)\
W	40.064343000	-3.143631000	617.0	4738	04	Mon Oct 28 2013 11:39:45 GMT+0100 (CET)\
W	40.064340000	-3.143632000	617.0	4751	04	Mon Oct 28 2013 11:43:00 GMT+0100 (CET)\
W	40.064340000	-3.143632000	618.0	4756	04	Mon Oct 28 2013 11:44:15 GMT+0100 (CET)\
W	40.064340000	-3.143633000	618.0	4766	04	Mon Oct 28 2013 11:46:45 GMT+0100 (CET)\
W	40.064336000	-3.143633000	618.0	4769	04	Mon Oct 28 2013 11:47:30 GMT+0100 (CET)\
W	40.064328000	-3.143635000	617.0	4785	04	Mon Oct 28 2013 11:51:30 GMT+0100 (CET)\
W	40.064328000	-3.143636000	617.0	4786	04	Mon Oct 28 2013 11:51:45 GMT+0100 (CET)\
W	40.064332000	-3.143635000	617.0	4795	04	Mon Oct 28 2013 11:54:00 GMT+0100 (CET)\
W	40.064332000	-3.143634000	617.0	4804	04	Mon Oct 28 2013 11:56:15 GMT+0100 (CET)\
W	40.064332000	-3.143633000	617.0	4812	04	Mon Oct 28 2013 11:58:15 GMT+0100 (CET)\
W	40.064332000	-3.143633000	618.0	4819	04	Mon Oct 28 2013 12:00:00 GMT+0100 (CET)\
W	40.064332000	-3.143632000	618.0	4820	04	Mon Oct 28 2013 12:00:15 GMT+0100 (CET)\
W	40.064332000	-3.143631000	618.0	4828	04	Mon Oct 28 2013 12:02:15 GMT+0100 (CET)\
W	40.064336000	-3.143630000	618.0	4836	04	Mon Oct 28 2013 12:04:15 GMT+0100 (CET)\
W	40.064340000	-3.143630000	618.0	4847	04	Mon Oct 28 2013 12:07:00 GMT+0100 (CET)\
W	40.064340000	-3.143629000	618.0	4848	04	Mon Oct 28 2013 12:07:15 GMT+0100 (CET)\
W	40.064340000	-3.143629000	619.0	4852	04	Mon Oct 28 2013 12:08:15 GMT+0100 (CET)\
W	40.064343000	-3.143629000	619.0	4857	04	Mon Oct 28 2013 12:09:30 GMT+0100 (CET)\
W	40.064347000	-3.143629000	619.0	4869	04	Mon Oct 28 2013 12:11:15 GMT+0100 (CET)\
W	40.064351000	-3.143629000	619.0	4877	04	Mon Oct 28 2013 12:13:15 GMT+0100 (CET)\
W	40.064351000	-3.143630000	619.0	4882	04	Mon Oct 28 2013 12:14:30 GMT+0100 (CET)\
W	40.064355000	-3.143630000	619.0	4884	04	Mon Oct 28 2013 12:15:00 GMT+0100 (CET)\
W	40.064359000	-3.143630000	619.0	4893	04	Mon Oct 28 2013 12:17:15 GMT+0100 (CET)\
W	40.064359000	-3.143630000	620.0	4900	04	Mon Oct 28 2013 12:19:00 GMT+0100 (CET)\
W	40.064363000	-3.143630000	620.0	4903	04	Mon Oct 28 2013 12:19:45 GMT+0100 (CET)\
W	40.064363000	-3.143631000	620.0	4913	04	Mon Oct 28 2013 12:22:15 GMT+0100 (CET)\
W	40.064366000	-3.143631000	620.0	4914	04	Mon Oct 28 2013 12:22:30 GMT+0100 (CET)\
W	40.064366000	-3.143632000	620.0	4922	04	Mon Oct 28 2013 12:24:30 GMT+0100 (CET)\
W	40.064370000	-3.143632000	620.0	4924	04	Mon Oct 28 2013 12:25:00 GMT+0100 (CET)\
W	40.064374000	-3.143632000	620.0	4933	04	Mon Oct 28 2013 12:27:15 GMT+0100 (CET)\
W	40.064374000	-3.143633000	620.0	4936	04	Mon Oct 28 2013 12:28:00 GMT+0100 (CET)\
W	40.064378000	-3.143633000	620.0	4938	04	Mon Oct 28 2013 12:28:30 GMT+0100 (CET)\
W	40.064378000	-3.143634000	620.0	4941	04	Mon Oct 28 2013 12:29:15 GMT+0100 (CET)\
W	40.064382000	-3.143634000	620.0	4946	04	Mon Oct 28 2013 12:30:30 GMT+0100 (CET)\
W	40.064382000	-3.143634000	621.0	4947	04	Mon Oct 28 2013 12:30:45 GMT+0100 (CET)\
W	40.064389000	-3.143632000	622.0	4952	04	Mon Oct 28 2013 12:32:00 GMT+0100 (CET)\
W	40.064393000	-3.143632000	622.0	4953	04	Mon Oct 28 2013 12:32:15 GMT+0100 (CET)\
W	40.064397000	-3.143632000	622.0	4964	04	Mon Oct 28 2013 12:35:00 GMT+0100 (CET)\
W	40.064397000	-3.143632000	623.0	4966	04	Mon Oct 28 2013 12:35:30 GMT+0100 (CET)\
W	40.064401000	-3.143632000	623.0	4991	04	Mon Oct 28 2013 12:41:45 GMT+0100 (CET)\
W	40.064401000	-3.143631000	623.0	4998	04	Mon Oct 28 2013 12:43:30 GMT+0100 (CET)\
W	40.064401000	-3.143631000	624.0	5001	04	Mon Oct 28 2013 12:44:15 GMT+0100 (CET)\
W	40.064401000	-3.143630000	624.0	5018	04	Mon Oct 28 2013 12:48:30 GMT+0100 (CET)\
W	40.064401000	-3.143630000	625.0	5029	04	Mon Oct 28 2013 12:51:15 GMT+0100 (CET)\
W	40.064404000	-3.143630000	625.0	5034	04	Mon Oct 28 2013 12:52:30 GMT+0100 (CET)\
W	40.064404000	-3.143630000	626.0	5053	04	Mon Oct 28 2013 12:57:15 GMT+0100 (CET)\
W	40.064404000	-3.143629000	626.0	5056	04	Mon Oct 28 2013 12:58:00 GMT+0100 (CET)\
W	40.064404000	-3.143628000	626.0	5066	04	Mon Oct 28 2013 13:00:30 GMT+0100 (CET)\
W	40.064404000	-3.143628000	627.0	5069	04	Mon Oct 28 2013 13:01:15 GMT+0100 (CET)\
W	40.064408000	-3.143628000	627.0	5073	04	Mon Oct 28 2013 13:02:15 GMT+0100 (CET)\
W	40.064408000	-3.143627000	627.0	5091	04	Mon Oct 28 2013 13:06:45 GMT+0100 (CET)\
W	40.064408000	-3.143628000	628.0	5095	04	Mon Oct 28 2013 13:07:45 GMT+0100 (CET)\
W	40.064408000	-3.143627000	628.0	5104	04	Mon Oct 28 2013 13:10:00 GMT+0100 (CET)\
W	40.064412000	-3.143628000	628.0	5109	04	Mon Oct 28 2013 13:11:15 GMT+0100 (CET)\
W	40.064412000	-3.143627000	628.0	5114	04	Mon Oct 28 2013 13:12:30 GMT+0100 (CET)\
W	40.064412000	-3.143626000	628.0	5119	04	Mon Oct 28 2013 13:13:45 GMT+0100 (CET)\
W	40.064412000	-3.143626000	629.0	5131	04	Mon Oct 28 2013 13:15:30 GMT+0100 (CET)\
W	40.064412000	-3.143625000	629.0	5132	04	Mon Oct 28 2013 13:15:45 GMT+0100 (CET)\
W	40.064412000	-3.143624000	629.0	5140	04	Mon Oct 28 2013 13:17:45 GMT+0100 (CET)\
W	40.064416000	-3.143624000	629.0	5147	04	Mon Oct 28 2013 13:19:30 GMT+0100 (CET)\
W	40.064416000	-3.143623000	629.0	5150	04	Mon Oct 28 2013 13:20:15 GMT+0100 (CET)\
W	40.064416000	-3.143622000	629.0	5162	04	Mon Oct 28 2013 13:23:15 GMT+0100 (CET)\
W	40.064416000	-3.143621000	629.0	5165	04	Mon Oct 28 2013 13:24:00 GMT+0100 (CET)\
W	40.064420000	-3.143620000	629.0	5168	04	Mon Oct 28 2013 13:24:45 GMT+0100 (CET)\
W	40.064420000	-3.143619000	629.0	5171	04	Mon Oct 28 2013 13:25:30 GMT+0100 (CET)\
W	40.064420000	-3.143618000	629.0	5174	04	Mon Oct 28 2013 13:26:15 GMT+0100 (CET)\
W	40.064420000	-3.143618000	630.0	5243	04	Mon Oct 28 2013 13:43:30 GMT+0100 (CET)\
W	40.064420000	-3.143617000	630.0	5270	04	Mon Oct 28 2013 13:50:15 GMT+0100 (CET)\
W	40.064420000	-3.143616000	630.0	5282	04	Mon Oct 28 2013 13:53:15 GMT+0100 (CET)\
W	40.064420000	-3.143615000	630.0	5290	04	Mon Oct 28 2013 13:55:15 GMT+0100 (CET)\
W	40.064416000	-3.143615000	630.0	5294	04	Mon Oct 28 2013 13:56:15 GMT+0100 (CET)\
W	40.064416000	-3.143614000	631.0	5297	04	Mon Oct 28 2013 13:57:00 GMT+0100 (CET)\
W	40.064416000	-3.143613000	631.0	5305	04	Mon Oct 28 2013 13:59:00 GMT+0100 (CET)\
W	40.064416000	-3.143612000	631.0	5311	04	Mon Oct 28 2013 14:00:30 GMT+0100 (CET)\
W	40.064416000	-3.143611000	631.0	5317	04	Mon Oct 28 2013 14:02:00 GMT+0100 (CET)\
W	40.064416000	-3.143610000	631.0	5323	04	Mon Oct 28 2013 14:03:30 GMT+0100 (CET)\
W	40.064416000	-3.143609000	631.0	5331	04	Mon Oct 28 2013 14:05:30 GMT+0100 (CET)\
W	40.064416000	-3.143608000	631.0	5338	04	Mon Oct 28 2013 14:07:15 GMT+0100 (CET)\
W	40.064416000	-3.143608000	632.0	5339	04	Mon Oct 28 2013 14:07:30 GMT+0100 (CET)\
W	40.064416000	-3.143606000	631.0	5344	04	Mon Oct 28 2013 14:08:45 GMT+0100 (CET)\
W	40.064416000	-3.143605000	631.0	5349	04	Mon Oct 28 2013 14:10:00 GMT+0100 (CET)\
W	40.064416000	-3.143604000	631.0	5356	04	Mon Oct 28 2013 14:11:45 GMT+0100 (CET)\
W	40.064420000	-3.143604000	631.0	5357	04	Mon Oct 28 2013 14:12:00 GMT+0100 (CET)\
W	40.064420000	-3.143603000	631.0	5363	04	Mon Oct 28 2013 14:13:30 GMT+0100 (CET)\
W	40.064424000	-3.143601000	633.0	5367	04	Mon Oct 28 2013 14:14:30 GMT+0100 (CET)\
W	40.064424000	-3.143601000	634.0	5368	04	Mon Oct 28 2013 14:14:45 GMT+0100 (CET)\
W	40.064424000	-3.143600000	634.0	5373	04	Mon Oct 28 2013 14:16:00 GMT+0100 (CET)\
W	40.064424000	-3.143599000	634.0	5386	04	Mon Oct 28 2013 14:18:00 GMT+0100 (CET)\
W	40.064427000	-3.143599000	634.0	5387	04	Mon Oct 28 2013 14:18:15 GMT+0100 (CET)\
W	40.064427000	-3.143598000	634.0	5390	04	Mon Oct 28 2013 14:19:00 GMT+0100 (CET)\
W	40.064427000	-3.143597000	634.0	5399	04	Mon Oct 28 2013 14:21:15 GMT+0100 (CET)\
W	40.064427000	-3.143596000	634.0	5407	04	Mon Oct 28 2013 14:23:15 GMT+0100 (CET)\
W	40.064431000	-3.143596000	634.0	5411	04	Mon Oct 28 2013 14:24:15 GMT+0100 (CET)\
W	40.064431000	-3.143595000	634.0	5413	04	Mon Oct 28 2013 14:24:45 GMT+0100 (CET)\
W	40.064431000	-3.143594000	634.0	5420	04	Mon Oct 28 2013 14:26:30 GMT+0100 (CET)\
W	40.064435000	-3.143594000	634.0	5426	04	Mon Oct 28 2013 14:28:00 GMT+0100 (CET)\
W	40.064435000	-3.143593000	634.0	5429	04	Mon Oct 28 2013 14:28:45 GMT+0100 (CET)\
W	40.064435000	-3.143593000	635.0	5443	04	Mon Oct 28 2013 14:32:15 GMT+0100 (CET)\
W	40.064435000	-3.143592000	635.0	5446	04	Mon Oct 28 2013 14:33:00 GMT+0100 (CET)\
W	40.064439000	-3.143592000	635.0	5451	04	Mon Oct 28 2013 14:34:15 GMT+0100 (CET)\
W	40.064439000	-3.143591000	635.0	5465	04	Mon Oct 28 2013 14:37:45 GMT+0100 (CET)\
W	40.064439000	-3.143593000	635.0	5485	04	Mon Oct 28 2013 14:42:45 GMT+0100 (CET)\
W	40.064439000	-3.143592000	634.0	5492	04	Mon Oct 28 2013 14:44:30 GMT+0100 (CET)\
W	40.064439000	-3.143593000	634.0	5500	04	Mon Oct 28 2013 14:46:30 GMT+0100 (CET)\
W	40.064439000	-3.143594000	634.0	5507	04	Mon Oct 28 2013 14:48:15 GMT+0100 (CET)\
W	40.064439000	-3.143595000	633.0	5512	04	Mon Oct 28 2013 14:49:30 GMT+0100 (CET)\
W	40.064439000	-3.143596000	633.0	5517	04	Mon Oct 28 2013 14:50:45 GMT+0100 (CET)\
W	40.064435000	-3.143595000	633.0	5518	04	Mon Oct 28 2013 14:51:00 GMT+0100 (CET)\
W	40.064435000	-3.143596000	633.0	5519	04	Mon Oct 28 2013 14:51:15 GMT+0100 (CET)\
W	40.064435000	-3.143597000	633.0	5523	04	Mon Oct 28 2013 14:52:15 GMT+0100 (CET)\
W	40.064435000	-3.143598000	633.0	5527	04	Mon Oct 28 2013 14:53:15 GMT+0100 (CET)\
W	40.064435000	-3.143599000	633.0	5533	04	Mon Oct 28 2013 14:54:45 GMT+0100 (CET)\
W	40.064435000	-3.143599000	632.0	5537	04	Mon Oct 28 2013 14:55:45 GMT+0100 (CET)\
W	40.064435000	-3.143600000	632.0	5538	04	Mon Oct 28 2013 14:56:00 GMT+0100 (CET)\
W	40.064435000	-3.143601000	632.0	5541	04	Mon Oct 28 2013 14:56:45 GMT+0100 (CET)\
W	40.064431000	-3.143601000	632.0	5545	04	Mon Oct 28 2013 14:57:45 GMT+0100 (CET)\
W	40.064431000	-3.143602000	632.0	5546	04	Mon Oct 28 2013 14:58:00 GMT+0100 (CET)\
W	40.064431000	-3.143603000	632.0	5550	04	Mon Oct 28 2013 14:59:00 GMT+0100 (CET)\
W	40.064431000	-3.143604000	632.0	5553	04	Mon Oct 28 2013 14:59:45 GMT+0100 (CET)\
W	40.064431000	-3.143605000	632.0	5554	04	Mon Oct 28 2013 15:00:00 GMT+0100 (CET)\
W	40.064431000	-3.143604000	631.0	5556	04	Mon Oct 28 2013 15:00:30 GMT+0100 (CET)\
W	40.064427000	-3.143604000	631.0	5559	04	Mon Oct 28 2013 15:01:15 GMT+0100 (CET)\
W	40.064427000	-3.143605000	631.0	5563	04	Mon Oct 28 2013 15:02:15 GMT+0100 (CET)\
W	40.064424000	-3.143605000	631.0	5566	04	Mon Oct 28 2013 15:03:00 GMT+0100 (CET)\
W	40.064424000	-3.143606000	631.0	5572	04	Mon Oct 28 2013 15:04:30 GMT+0100 (CET)\
W	40.064420000	-3.143606000	631.0	5574	04	Mon Oct 28 2013 15:05:00 GMT+0100 (CET)\
W	40.064420000	-3.143606000	630.0	5575	04	Mon Oct 28 2013 15:05:15 GMT+0100 (CET)\
W	40.064420000	-3.143607000	630.0	5579	04	Mon Oct 28 2013 15:06:15 GMT+0100 (CET)\
W	40.064416000	-3.143608000	630.0	5581	04	Mon Oct 28 2013 15:06:45 GMT+0100 (CET)\
W	40.064412000	-3.143609000	630.0	5587	04	Mon Oct 28 2013 15:08:15 GMT+0100 (CET)\
W	40.064412000	-3.143610000	630.0	5594	04	Mon Oct 28 2013 15:10:00 GMT+0100 (CET)\
W	40.064412000	-3.143610000	629.0	5595	04	Mon Oct 28 2013 15:10:15 GMT+0100 (CET)\
W	40.064408000	-3.143610000	629.0	5597	04	Mon Oct 28 2013 15:10:45 GMT+0100 (CET)\
W	40.064408000	-3.143611000	629.0	5600	04	Mon Oct 28 2013 15:11:30 GMT+0100 (CET)\
W	40.064404000	-3.143612000	629.0	5604	04	Mon Oct 28 2013 15:12:30 GMT+0100 (CET)\
W	40.064404000	-3.143613000	629.0	5609	04	Mon Oct 28 2013 15:13:45 GMT+0100 (CET)\
W	40.064401000	-3.143613000	629.0	5611	04	Mon Oct 28 2013 15:14:15 GMT+0100 (CET)\
W	40.064401000	-3.143614000	629.0	5613	04	Mon Oct 28 2013 15:14:45 GMT+0100 (CET)\
W	40.064401000	-3.143615000	629.0	5618	04	Mon Oct 28 2013 15:16:00 GMT+0100 (CET)\
W	40.064397000	-3.143615000	629.0	5619	04	Mon Oct 28 2013 15:16:15 GMT+0100 (CET)\
W	40.064397000	-3.143616000	629.0	5621	04	Mon Oct 28 2013 15:16:45 GMT+0100 (CET)\
W	40.064397000	-3.143616000	628.0	5622	04	Mon Oct 28 2013 15:17:00 GMT+0100 (CET)\
W	40.064397000	-3.143617000	628.0	5624	04	Mon Oct 28 2013 15:17:30 GMT+0100 (CET)\
W	40.064393000	-3.143617000	628.0	5627	04	Mon Oct 28 2013 15:18:15 GMT+0100 (CET)\
W	40.064393000	-3.143618000	628.0	5628	04	Mon Oct 28 2013 15:18:30 GMT+0100 (CET)\
W	40.064393000	-3.143619000	628.0	5631	04	Mon Oct 28 2013 15:19:15 GMT+0100 (CET)\
W	40.064389000	-3.143620000	628.0	5641	04	Mon Oct 28 2013 15:20:30 GMT+0100 (CET)\
W	40.064389000	-3.143621000	628.0	5644	04	Mon Oct 28 2013 15:21:15 GMT+0100 (CET)\
W	40.064389000	-3.143622000	628.0	5651	04	Mon Oct 28 2013 15:23:00 GMT+0100 (CET)\
W	40.064385000	-3.143623000	628.0	5654	04	Mon Oct 28 2013 15:23:45 GMT+0100 (CET)\
W	40.064382000	-3.143623000	628.0	5664	04	Mon Oct 28 2013 15:26:15 GMT+0100 (CET)\
W	40.064382000	-3.143624000	628.0	5668	04	Mon Oct 28 2013 15:27:15 GMT+0100 (CET)\
W	40.064378000	-3.143624000	628.0	5671	04	Mon Oct 28 2013 15:28:00 GMT+0100 (CET)\
W	40.064378000	-3.143625000	628.0	5674	04	Mon Oct 28 2013 15:28:45 GMT+0100 (CET)\
W	40.064374000	-3.143625000	628.0	5677	04	Mon Oct 28 2013 15:29:30 GMT+0100 (CET)\
W	40.064374000	-3.143626000	628.0	5679	04	Mon Oct 28 2013 15:30:00 GMT+0100 (CET)\
W	40.064374000	-3.143627000	628.0	5681	04	Mon Oct 28 2013 15:30:30 GMT+0100 (CET)\
W	40.064374000	-3.143627000	627.0	5685	04	Mon Oct 28 2013 15:31:30 GMT+0100 (CET)\
W	40.064370000	-3.143627000	627.0	5686	04	Mon Oct 28 2013 15:31:45 GMT+0100 (CET)\
W	40.064370000	-3.143628000	627.0	5691	04	Mon Oct 28 2013 15:33:00 GMT+0100 (CET)\
W	40.064370000	-3.143629000	627.0	5701	04	Mon Oct 28 2013 15:35:30 GMT+0100 (CET)\
W	40.064370000	-3.143629000	626.0	5708	04	Mon Oct 28 2013 15:37:15 GMT+0100 (CET)\
W	40.064370000	-3.143628000	626.0	5716	04	Mon Oct 28 2013 15:39:15 GMT+0100 (CET)\
W	40.064370000	-3.143628000	625.0	5728	04	Mon Oct 28 2013 15:42:15 GMT+0100 (CET)\
W	40.064370000	-3.143627000	625.0	5730	04	Mon Oct 28 2013 15:42:45 GMT+0100 (CET)\
W	40.064374000	-3.143628000	625.0	5736	04	Mon Oct 28 2013 15:44:15 GMT+0100 (CET)\
W	40.064374000	-3.143629000	625.0	5738	04	Mon Oct 28 2013 15:44:45 GMT+0100 (CET)\
W	40.064378000	-3.143629000	625.0	5741	04	Mon Oct 28 2013 15:45:30 GMT+0100 (CET)\
W	40.064378000	-3.143630000	625.0	5742	04	Mon Oct 28 2013 15:45:45 GMT+0100 (CET)\
W	40.064378000	-3.143631000	625.0	5744	04	Mon Oct 28 2013 15:46:15 GMT+0100 (CET)\
W	40.064382000	-3.143631000	625.0	5745	04	Mon Oct 28 2013 15:46:30 GMT+0100 (CET)\
W	40.064382000	-3.143632000	625.0	5746	04	Mon Oct 28 2013 15:46:45 GMT+0100 (CET)\
W	40.064382000	-3.143633000	625.0	5750	04	Mon Oct 28 2013 15:47:45 GMT+0100 (CET)\
W	40.064385000	-3.143633000	625.0	5751	04	Mon Oct 28 2013 15:48:00 GMT+0100 (CET)\
W	40.064385000	-3.143634000	625.0	5754	04	Mon Oct 28 2013 15:48:45 GMT+0100 (CET)\
W	40.064389000	-3.143634000	625.0	5756	04	Mon Oct 28 2013 15:49:15 GMT+0100 (CET)\
W	40.064389000	-3.143635000	625.0	5757	04	Mon Oct 28 2013 15:49:30 GMT+0100 (CET)\
W	40.064389000	-3.143636000	625.0	5760	04	Mon Oct 28 2013 15:50:15 GMT+0100 (CET)\
W	40.064393000	-3.143637000	625.0	5762	04	Mon Oct 28 2013 15:50:45 GMT+0100 (CET)\
W	40.064393000	-3.143638000	625.0	5766	04	Mon Oct 28 2013 15:51:45 GMT+0100 (CET)\
W	40.064393000	-3.143637000	624.0	5822	04	Mon Oct 28 2013 16:05:45 GMT+0100 (CET)\
W	40.064389000	-3.143637000	624.0	5850	04	Mon Oct 28 2013 16:12:45 GMT+0100 (CET)\
W	40.064389000	-3.143636000	624.0	5853	04	Mon Oct 28 2013 16:13:30 GMT+0100 (CET)\
W	40.064389000	-3.143638000	624.0	5883	04	Mon Oct 28 2013 16:21:00 GMT+0100 (CET)\
W	40.064389000	-3.143639000	624.0	5895	04	Mon Oct 28 2013 16:22:45 GMT+0100 (CET)\
W	40.064389000	-3.143640000	624.0	5901	04	Mon Oct 28 2013 16:24:15 GMT+0100 (CET)\
W	40.064389000	-3.143641000	624.0	5902	04	Mon Oct 28 2013 16:24:30 GMT+0100 (CET)\
W	40.064389000	-3.143642000	624.0	5904	04	Mon Oct 28 2013 16:25:00 GMT+0100 (CET)\
W	40.064389000	-3.143643000	624.0	5905	04	Mon Oct 28 2013 16:25:15 GMT+0100 (CET)\
W	40.064389000	-3.143644000	624.0	5906	04	Mon Oct 28 2013 16:25:30 GMT+0100 (CET)\
W	40.064389000	-3.143645000	624.0	5908	04	Mon Oct 28 2013 16:26:00 GMT+0100 (CET)\
W	40.064389000	-3.143646000	624.0	5910	04	Mon Oct 28 2013 16:26:30 GMT+0100 (CET)\
W	40.064389000	-3.143647000	624.0	5912	04	Mon Oct 28 2013 16:27:00 GMT+0100 (CET)\
W	40.064389000	-3.143648000	624.0	5913	04	Mon Oct 28 2013 16:27:15 GMT+0100 (CET)\
W	40.064389000	-3.143649000	624.0	5917	04	Mon Oct 28 2013 16:28:15 GMT+0100 (CET)\
W	40.064389000	-3.143650000	624.0	5924	04	Mon Oct 28 2013 16:30:00 GMT+0100 (CET)\
W	40.064389000	-3.143651000	624.0	5929	04	Mon Oct 28 2013 16:31:15 GMT+0100 (CET)\
W	40.064389000	-3.143652000	624.0	5933	04	Mon Oct 28 2013 16:32:15 GMT+0100 (CET)\
W	40.064389000	-3.143653000	624.0	5942	04	Mon Oct 28 2013 16:34:30 GMT+0100 (CET)\
W	40.064389000	-3.143652000	625.0	5949	04	Mon Oct 28 2013 16:36:15 GMT+0100 (CET)\
W	40.064389000	-3.143651000	625.0	5950	04	Mon Oct 28 2013 16:36:30 GMT+0100 (CET)\
W	40.064389000	-3.143650000	625.0	5953	04	Mon Oct 28 2013 16:37:15 GMT+0100 (CET)\
W	40.064389000	-3.143649000	625.0	5954	04	Mon Oct 28 2013 16:37:30 GMT+0100 (CET)\
}
