{\rtf1\ansi\ansicpg1252\cocoartf1038\cocoasubrtf360
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;}
\paperw11900\paperh16840\margl1440\margr1440\vieww21020\viewh14500\viewkind0
\deftab720
\pard\pardeftab720\ql\qnatural

\f0\fs24 \cf0 type	latitude	longitude	altitude (m)	data	fixtype	utc\
W	40.223138000	-3.977500000	7655.0	314	04	Sun Oct 27 2013 17:35:00 GMT+0100 (CET)\
W	40.223706000	-3.979106000	7688.0	315	04	Sun Oct 27 2013 17:35:15 GMT+0100 (CET)\
W	40.224240000	-3.980918000	7721.0	316	04	Sun Oct 27 2013 17:35:30 GMT+0100 (CET)\
W	40.224347000	-3.982911000	7771.0	317	04	Sun Oct 27 2013 17:35:45 GMT+0100 (CET)\
W	40.224271000	-3.985173000	7833.0	318	04	Sun Oct 27 2013 17:36:00 GMT+0100 (CET)\
W	40.223882000	-3.987303000	7894.0	319	04	Sun Oct 27 2013 17:36:15 GMT+0100 (CET)\
W	40.223607000	-3.989188000	7957.0	320	04	Sun Oct 27 2013 17:36:30 GMT+0100 (CET)\
W	40.223096000	-3.990852000	8022.0	321	04	Sun Oct 27 2013 17:36:45 GMT+0100 (CET)\
W	40.222539000	-3.992805000	8084.0	322	04	Sun Oct 27 2013 17:37:00 GMT+0100 (CET)\
W	40.221978000	-3.994441000	8142.0	323	04	Sun Oct 27 2013 17:37:15 GMT+0100 (CET)\
W	40.221524000	-3.996114000	8182.0	324	04	Sun Oct 27 2013 17:37:30 GMT+0100 (CET)\
W	40.220964000	-3.997782000	8217.0	325	04	Sun Oct 27 2013 17:37:45 GMT+0100 (CET)\
W	40.220376000	-3.999290000	8254.0	326	04	Sun Oct 27 2013 17:38:00 GMT+0100 (CET)\
W	40.219766000	-4.000865000	8292.0	327	04	Sun Oct 27 2013 17:38:15 GMT+0100 (CET)\
W	40.219087000	-4.002498000	8333.0	328	04	Sun Oct 27 2013 17:38:30 GMT+0100 (CET)\
W	40.218480000	-4.004104000	8375.0	329	04	Sun Oct 27 2013 17:38:45 GMT+0100 (CET)\
W	40.217744000	-4.005691000	8412.0	330	04	Sun Oct 27 2013 17:39:00 GMT+0100 (CET)\
W	40.217027000	-4.007220000	8453.0	331	04	Sun Oct 27 2013 17:39:15 GMT+0100 (CET)\
W	40.216283000	-4.008745000	8490.0	332	04	Sun Oct 27 2013 17:39:30 GMT+0100 (CET)\
W	40.215474000	-4.010274000	8526.0	333	04	Sun Oct 27 2013 17:39:45 GMT+0100 (CET)\
W	40.214608000	-4.012093000	8565.0	334	04	Sun Oct 27 2013 17:40:00 GMT+0100 (CET)\
W	40.213754000	-4.013944000	8602.0	335	04	Sun Oct 27 2013 17:40:15 GMT+0100 (CET)\
W	40.212686000	-4.015784000	8643.0	336	04	Sun Oct 27 2013 17:40:30 GMT+0100 (CET)\
W	40.211534000	-4.017443000	8679.0	337	04	Sun Oct 27 2013 17:40:45 GMT+0100 (CET)\
W	40.210385000	-4.019136000	8716.0	338	04	Sun Oct 27 2013 17:41:00 GMT+0100 (CET)\
W	40.209283000	-4.020940000	8752.0	339	04	Sun Oct 27 2013 17:41:15 GMT+0100 (CET)\
W	40.208138000	-4.022770000	8792.0	340	04	Sun Oct 27 2013 17:41:30 GMT+0100 (CET)\
W	40.206975000	-4.024639000	8830.0	341	04	Sun Oct 27 2013 17:41:45 GMT+0100 (CET)\
W	40.205720000	-4.026578000	8870.0	342	04	Sun Oct 27 2013 17:42:00 GMT+0100 (CET)\
W	40.204434000	-4.028487000	8912.0	343	04	Sun Oct 27 2013 17:42:15 GMT+0100 (CET)\
W	40.203080000	-4.030366000	8953.0	344	04	Sun Oct 27 2013 17:42:30 GMT+0100 (CET)\
W	40.201688000	-4.032273000	8997.0	345	04	Sun Oct 27 2013 17:42:45 GMT+0100 (CET)\
W	40.200185000	-4.034037000	9041.0	346	04	Sun Oct 27 2013 17:43:00 GMT+0100 (CET)\
W	40.198731000	-4.035661000	9083.0	347	04	Sun Oct 27 2013 17:43:15 GMT+0100 (CET)\
W	40.197232000	-4.037337000	9124.0	348	04	Sun Oct 27 2013 17:43:30 GMT+0100 (CET)\
W	40.195737000	-4.039063000	9166.0	349	04	Sun Oct 27 2013 17:43:45 GMT+0100 (CET)\
W	40.194203000	-4.040843000	9207.0	350	04	Sun Oct 27 2013 17:44:00 GMT+0100 (CET)\
W	40.192613000	-4.042573000	9248.0	351	04	Sun Oct 27 2013 17:44:15 GMT+0100 (CET)\
W	40.190858000	-4.044283000	9289.0	352	04	Sun Oct 27 2013 17:44:30 GMT+0100 (CET)\
W	40.189073000	-4.046103000	9335.0	353	04	Sun Oct 27 2013 17:44:45 GMT+0100 (CET)\
W	40.187211000	-4.047923000	9380.0	354	04	Sun Oct 27 2013 17:45:00 GMT+0100 (CET)\
W	40.185323000	-4.049586000	9425.0	355	04	Sun Oct 27 2013 17:45:15 GMT+0100 (CET)\
W	40.183408000	-4.051095000	9465.0	356	04	Sun Oct 27 2013 17:45:30 GMT+0100 (CET)\
W	40.181401000	-4.052995000	9509.0	357	04	Sun Oct 27 2013 17:45:45 GMT+0100 (CET)\
W	40.179444000	-4.054666000	9558.0	358	04	Sun Oct 27 2013 17:46:00 GMT+0100 (CET)\
W	40.177342000	-4.056066000	9609.0	359	04	Sun Oct 27 2013 17:46:15 GMT+0100 (CET)\
W	40.175191000	-4.057676000	9651.0	360	04	Sun Oct 27 2013 17:46:30 GMT+0100 (CET)\
W	40.172948000	-4.059049000	9693.0	361	04	Sun Oct 27 2013 17:46:45 GMT+0100 (CET)\
W	40.170667000	-4.060466000	9733.0	362	04	Sun Oct 27 2013 17:47:00 GMT+0100 (CET)\
W	40.168290000	-4.061795000	9773.0	363	04	Sun Oct 27 2013 17:47:15 GMT+0100 (CET)\
W	40.165875000	-4.063086000	9814.0	364	04	Sun Oct 27 2013 17:47:30 GMT+0100 (CET)\
W	40.163430000	-4.064471000	9853.0	365	04	Sun Oct 27 2013 17:47:45 GMT+0100 (CET)\
W	40.160985000	-4.065822000	9893.0	366	04	Sun Oct 27 2013 17:48:00 GMT+0100 (CET)\
W	40.158475000	-4.067190000	9934.0	367	04	Sun Oct 27 2013 17:48:15 GMT+0100 (CET)\
W	40.155919000	-4.068517000	9974.0	368	04	Sun Oct 27 2013 17:48:30 GMT+0100 (CET)\
W	40.153306000	-4.069789000	10012.0	369	04	Sun Oct 27 2013 17:48:45 GMT+0100 (CET)\
W	40.150712000	-4.071222000	10053.0	370	04	Sun Oct 27 2013 17:49:00 GMT+0100 (CET)\
W	40.148057000	-4.072654000	10094.0	371	04	Sun Oct 27 2013 17:49:15 GMT+0100 (CET)\
W	40.145398000	-4.074154000	10132.0	372	04	Sun Oct 27 2013 17:49:30 GMT+0100 (CET)\
W	40.142686000	-4.075605000	10172.0	373	04	Sun Oct 27 2013 17:49:45 GMT+0100 (CET)\
W	40.140027000	-4.077116000	10211.0	374	04	Sun Oct 27 2013 17:50:00 GMT+0100 (CET)\
W	40.137441000	-4.078606000	10248.0	375	04	Sun Oct 27 2013 17:50:15 GMT+0100 (CET)\
W	40.134942000	-4.080223000	10285.0	376	04	Sun Oct 27 2013 17:50:30 GMT+0100 (CET)\
W	40.132440000	-4.081843000	10324.0	377	04	Sun Oct 27 2013 17:50:45 GMT+0100 (CET)\
W	40.130002000	-4.083485000	10363.0	378	04	Sun Oct 27 2013 17:51:00 GMT+0100 (CET)\
W	40.127568000	-4.085206000	10401.0	379	04	Sun Oct 27 2013 17:51:15 GMT+0100 (CET)\
W	40.125188000	-4.086983000	10439.0	380	04	Sun Oct 27 2013 17:51:30 GMT+0100 (CET)\
W	40.122888000	-4.088757000	10478.0	381	04	Sun Oct 27 2013 17:51:45 GMT+0100 (CET)\
W	40.120648000	-4.090555000	10518.0	382	04	Sun Oct 27 2013 17:52:00 GMT+0100 (CET)\
W	40.118440000	-4.092268000	10557.0	383	04	Sun Oct 27 2013 17:52:15 GMT+0100 (CET)\
W	40.116189000	-4.094059000	10597.0	384	04	Sun Oct 27 2013 17:52:30 GMT+0100 (CET)\
W	40.114007000	-4.095832000	10638.0	385	04	Sun Oct 27 2013 17:52:45 GMT+0100 (CET)\
W	40.111783000	-4.097597000	10682.0	386	04	Sun Oct 27 2013 17:53:00 GMT+0100 (CET)\
W	40.109712000	-4.099412000	10724.0	387	04	Sun Oct 27 2013 17:53:15 GMT+0100 (CET)\
W	40.107648000	-4.101169000	10767.0	388	04	Sun Oct 27 2013 17:53:30 GMT+0100 (CET)\
W	40.105615000	-4.102846000	10810.0	389	04	Sun Oct 27 2013 17:53:45 GMT+0100 (CET)\
W	40.103589000	-4.104633000	10854.0	390	04	Sun Oct 27 2013 17:54:00 GMT+0100 (CET)\
W	40.101518000	-4.106522000	10897.0	391	04	Sun Oct 27 2013 17:54:15 GMT+0100 (CET)\
W	40.099484000	-4.108282000	10940.0	392	04	Sun Oct 27 2013 17:54:30 GMT+0100 (CET)\
W	40.097505000	-4.110013000	10982.0	393	04	Sun Oct 27 2013 17:54:45 GMT+0100 (CET)\
W	40.095494000	-4.111833000	11025.0	394	04	Sun Oct 27 2013 17:55:00 GMT+0100 (CET)\
W	40.093514000	-4.113698000	11067.0	395	04	Sun Oct 27 2013 17:55:15 GMT+0100 (CET)\
W	40.091561000	-4.115609000	11108.0	396	04	Sun Oct 27 2013 17:55:30 GMT+0100 (CET)\
W	40.089566000	-4.117461000	11149.0	397	04	Sun Oct 27 2013 17:55:45 GMT+0100 (CET)\
W	40.087445000	-4.119146000	11193.0	398	04	Sun Oct 27 2013 17:56:00 GMT+0100 (CET)\
W	40.085282000	-4.120750000	11237.0	399	04	Sun Oct 27 2013 17:56:15 GMT+0100 (CET)\
W	40.083062000	-4.122272000	11279.0	400	04	Sun Oct 27 2013 17:56:30 GMT+0100 (CET)\
W	40.080705000	-4.123681000	11319.0	401	04	Sun Oct 27 2013 17:56:45 GMT+0100 (CET)\
W	40.078305000	-4.125182000	11358.0	402	04	Sun Oct 27 2013 17:57:00 GMT+0100 (CET)\
W	40.075906000	-4.126646000	11397.0	403	04	Sun Oct 27 2013 17:57:15 GMT+0100 (CET)\
W	40.073548000	-4.128082000	11437.0	404	04	Sun Oct 27 2013 17:57:30 GMT+0100 (CET)\
W	40.071183000	-4.129553000	11476.0	405	04	Sun Oct 27 2013 17:57:45 GMT+0100 (CET)\
W	40.068765000	-4.131084000	11516.0	406	04	Sun Oct 27 2013 17:58:00 GMT+0100 (CET)\
W	40.066316000	-4.132575000	11555.0	407	04	Sun Oct 27 2013 17:58:15 GMT+0100 (CET)\
W	40.063863000	-4.134050000	11593.0	408	04	Sun Oct 27 2013 17:58:30 GMT+0100 (CET)\
W	40.061467000	-4.135494000	11631.0	409	04	Sun Oct 27 2013 17:58:45 GMT+0100 (CET)\
W	40.059091000	-4.136880000	11670.0	410	04	Sun Oct 27 2013 17:59:00 GMT+0100 (CET)\
W	40.056748000	-4.138257000	11707.0	411	04	Sun Oct 27 2013 17:59:15 GMT+0100 (CET)\
W	40.054334000	-4.139771000	11742.0	412	04	Sun Oct 27 2013 17:59:30 GMT+0100 (CET)\
W	40.051862000	-4.141304000	11783.0	413	04	Sun Oct 27 2013 17:59:45 GMT+0100 (CET)\
W	40.049245000	-4.142754000	11821.0	414	04	Sun Oct 27 2013 18:00:00 GMT+0100 (CET)\
W	40.046567000	-4.144161000	11860.0	415	04	Sun Oct 27 2013 18:00:15 GMT+0100 (CET)\
W	40.043851000	-4.145531000	11897.0	416	04	Sun Oct 27 2013 18:00:30 GMT+0100 (CET)\
W	40.041013000	-4.146876000	11938.0	417	04	Sun Oct 27 2013 18:00:45 GMT+0100 (CET)\
W	40.038014000	-4.148183000	11978.0	418	04	Sun Oct 27 2013 18:01:00 GMT+0100 (CET)\
W	40.035104000	-4.149372000	12016.0	419	04	Sun Oct 27 2013 18:01:15 GMT+0100 (CET)\
W	40.032189000	-4.150559000	12056.0	420	04	Sun Oct 27 2013 18:01:30 GMT+0100 (CET)\
W	40.029267000	-4.151738000	12095.0	421	04	Sun Oct 27 2013 18:01:45 GMT+0100 (CET)\
W	40.026307000	-4.153017000	12134.0	422	04	Sun Oct 27 2013 18:02:00 GMT+0100 (CET)\
W	40.023545000	-4.154235000	12179.0	423	04	Sun Oct 27 2013 18:02:15 GMT+0100 (CET)\
W	40.020955000	-4.155466000	12223.0	424	04	Sun Oct 27 2013 18:02:30 GMT+0100 (CET)\
W	40.018846000	-4.156954000	12273.0	425	04	Sun Oct 27 2013 18:02:45 GMT+0100 (CET)\
W	40.017018000	-4.158300000	12326.0	426	04	Sun Oct 27 2013 18:03:00 GMT+0100 (CET)\
W	40.015229000	-4.159798000	12376.0	427	04	Sun Oct 27 2013 18:03:15 GMT+0100 (CET)\
W	40.013604000	-4.161359000	12439.0	428	04	Sun Oct 27 2013 18:03:30 GMT+0100 (CET)\
W	40.012280000	-4.162682000	12488.0	429	04	Sun Oct 27 2013 18:03:45 GMT+0100 (CET)\
W	40.011266000	-4.164183000	12544.0	430	04	Sun Oct 27 2013 18:04:00 GMT+0100 (CET)\
W	40.010346000	-4.165592000	12595.0	431	04	Sun Oct 27 2013 18:04:15 GMT+0100 (CET)\
W	40.009774000	-4.166872000	12653.0	432	04	Sun Oct 27 2013 18:04:30 GMT+0100 (CET)\
W	40.009400000	-4.167812000	12712.0	433	04	Sun Oct 27 2013 18:04:45 GMT+0100 (CET)\
W	40.009042000	-4.168933000	12762.0	434	04	Sun Oct 27 2013 18:05:00 GMT+0100 (CET)\
W	40.008779000	-4.169784000	12809.0	435	04	Sun Oct 27 2013 18:05:15 GMT+0100 (CET)\
W	40.008561000	-4.170540000	12853.0	436	04	Sun Oct 27 2013 18:05:30 GMT+0100 (CET)\
W	40.008340000	-4.171265000	12896.0	437	04	Sun Oct 27 2013 18:05:45 GMT+0100 (CET)\
W	40.008115000	-4.171858000	12939.0	438	04	Sun Oct 27 2013 18:06:00 GMT+0100 (CET)\
W	40.007768000	-4.172399000	12982.0	439	04	Sun Oct 27 2013 18:06:15 GMT+0100 (CET)\
W	40.007585000	-4.172788000	13022.0	440	04	Sun Oct 27 2013 18:06:30 GMT+0100 (CET)\
W	40.007207000	-4.173138000	13063.0	441	04	Sun Oct 27 2013 18:06:45 GMT+0100 (CET)\
W	40.006700000	-4.173428000	13103.0	442	04	Sun Oct 27 2013 18:07:00 GMT+0100 (CET)\
W	40.006230000	-4.173555000	13143.0	443	04	Sun Oct 27 2013 18:07:15 GMT+0100 (CET)\
W	40.005792000	-4.173483000	13184.0	444	04	Sun Oct 27 2013 18:07:30 GMT+0100 (CET)\
W	40.005197000	-4.173028000	13221.0	445	04	Sun Oct 27 2013 18:07:45 GMT+0100 (CET)\
W	40.004487000	-4.172639000	13252.0	446	04	Sun Oct 27 2013 18:08:00 GMT+0100 (CET)\
W	40.003640000	-4.172350000	13287.0	447	04	Sun Oct 27 2013 18:08:15 GMT+0100 (CET)\
W	40.002656000	-4.172174000	13317.0	448	04	Sun Oct 27 2013 18:08:30 GMT+0100 (CET)\
W	40.001595000	-4.172197000	13350.0	449	04	Sun Oct 27 2013 18:08:45 GMT+0100 (CET)\
W	40.000539000	-4.172292000	13383.0	450	04	Sun Oct 27 2013 18:09:00 GMT+0100 (CET)\
W	39.999497000	-4.172472000	13418.0	451	04	Sun Oct 27 2013 18:09:15 GMT+0100 (CET)\
W	39.998452000	-4.172786000	13455.0	452	04	Sun Oct 27 2013 18:09:30 GMT+0100 (CET)\
W	39.997361000	-4.172998000	13494.0	453	04	Sun Oct 27 2013 18:09:45 GMT+0100 (CET)\
W	39.996228000	-4.173376000	13536.0	454	04	Sun Oct 27 2013 18:10:00 GMT+0100 (CET)\
W	39.995072000	-4.173788000	13581.0	455	04	Sun Oct 27 2013 18:10:15 GMT+0100 (CET)\
W	39.993684000	-4.174230000	13628.0	456	04	Sun Oct 27 2013 18:10:30 GMT+0100 (CET)\
W	39.992230000	-4.174790000	13674.0	457	04	Sun Oct 27 2013 18:10:45 GMT+0100 (CET)\
W	39.990945000	-4.175266000	13723.0	458	04	Sun Oct 27 2013 18:11:00 GMT+0100 (CET)\
W	39.989816000	-4.175802000	13776.0	459	04	Sun Oct 27 2013 18:11:15 GMT+0100 (CET)\
W	39.988763000	-4.176348000	13826.0	460	04	Sun Oct 27 2013 18:11:30 GMT+0100 (CET)\
W	39.987817000	-4.176871000	13876.0	461	04	Sun Oct 27 2013 18:11:45 GMT+0100 (CET)\
W	39.986840000	-4.177245000	13923.0	462	04	Sun Oct 27 2013 18:12:00 GMT+0100 (CET)\
W	39.985986000	-4.177500000	13970.0	463	04	Sun Oct 27 2013 18:12:15 GMT+0100 (CET)\
W	39.985143000	-4.177693000	14017.0	464	04	Sun Oct 27 2013 18:12:30 GMT+0100 (CET)\
W	39.984220000	-4.177635000	14063.0	465	04	Sun Oct 27 2013 18:12:45 GMT+0100 (CET)\
W	39.983262000	-4.177434000	14109.0	466	04	Sun Oct 27 2013 18:13:00 GMT+0100 (CET)\
W	39.982240000	-4.176939000	14157.0	467	04	Sun Oct 27 2013 18:13:15 GMT+0100 (CET)\
W	39.981259000	-4.176328000	14202.0	468	04	Sun Oct 27 2013 18:13:30 GMT+0100 (CET)\
W	39.980073000	-4.175257000	14245.0	469	04	Sun Oct 27 2013 18:13:45 GMT+0100 (CET)\
W	39.978761000	-4.173871000	14290.0	470	04	Sun Oct 27 2013 18:14:00 GMT+0100 (CET)\
W	39.977197000	-4.172148000	14334.0	471	04	Sun Oct 27 2013 18:14:15 GMT+0100 (CET)\
W	39.975595000	-4.170789000	14378.0	472	04	Sun Oct 27 2013 18:14:30 GMT+0100 (CET)\
W	39.974137000	-4.169791000	14423.0	473	04	Sun Oct 27 2013 18:14:45 GMT+0100 (CET)\
W	39.972783000	-4.169154000	14466.0	474	04	Sun Oct 27 2013 18:15:00 GMT+0100 (CET)\
W	39.971238000	-4.168447000	14510.0	475	04	Sun Oct 27 2013 18:15:15 GMT+0100 (CET)\
W	39.969605000	-4.167622000	14554.0	476	04	Sun Oct 27 2013 18:15:30 GMT+0100 (CET)\
W	39.967763000	-4.166544000	14596.0	477	04	Sun Oct 27 2013 18:15:45 GMT+0100 (CET)\
W	39.965936000	-4.165616000	14642.0	478	04	Sun Oct 27 2013 18:16:00 GMT+0100 (CET)\
W	39.964559000	-4.164957000	14691.0	479	04	Sun Oct 27 2013 18:16:15 GMT+0100 (CET)\
W	39.963334000	-4.164670000	14732.0	480	04	Sun Oct 27 2013 18:16:30 GMT+0100 (CET)\
W	39.962335000	-4.164556000	14776.0	481	04	Sun Oct 27 2013 18:16:45 GMT+0100 (CET)\
W	39.961308000	-4.164491000	14822.0	482	04	Sun Oct 27 2013 18:17:00 GMT+0100 (CET)\
W	39.960259000	-4.164941000	14867.0	483	04	Sun Oct 27 2013 18:17:15 GMT+0100 (CET)\
W	39.959912000	-4.164799000	14903.0	484	04	Sun Oct 27 2013 18:17:30 GMT+0100 (CET)\
W	39.959298000	-4.164954000	14928.0	485	04	Sun Oct 27 2013 18:17:45 GMT+0100 (CET)\
W	39.958493000	-4.165361000	14976.0	486	04	Sun Oct 27 2013 18:18:00 GMT+0100 (CET)\
W	39.958020000	-4.165464000	15021.0	487	04	Sun Oct 27 2013 18:18:15 GMT+0100 (CET)\
W	39.957490000	-4.165762000	15076.0	488	04	Sun Oct 27 2013 18:18:30 GMT+0100 (CET)\
W	39.957101000	-4.165968000	15125.0	489	04	Sun Oct 27 2013 18:18:45 GMT+0100 (CET)\
W	39.956662000	-4.166249000	15171.0	490	04	Sun Oct 27 2013 18:19:00 GMT+0100 (CET)\
W	39.956315000	-4.166659000	15217.0	491	04	Sun Oct 27 2013 18:19:15 GMT+0100 (CET)\
W	39.955865000	-4.166819000	15277.0	492	04	Sun Oct 27 2013 18:19:30 GMT+0100 (CET)\
W	39.955251000	-4.166755000	15334.0	493	04	Sun Oct 27 2013 18:19:45 GMT+0100 (CET)\
W	39.954583000	-4.166577000	15387.0	494	04	Sun Oct 27 2013 18:20:00 GMT+0100 (CET)\
W	39.953847000	-4.166369000	15425.0	495	04	Sun Oct 27 2013 18:20:15 GMT+0100 (CET)\
W	39.953229000	-4.166136000	15472.0	496	04	Sun Oct 27 2013 18:20:30 GMT+0100 (CET)\
W	39.952477000	-4.165962000	15518.0	497	04	Sun Oct 27 2013 18:20:45 GMT+0100 (CET)\
W	39.951596000	-4.165670000	15559.0	498	04	Sun Oct 27 2013 18:21:00 GMT+0100 (CET)\
W	39.950978000	-4.165282000	15603.0	499	04	Sun Oct 27 2013 18:21:15 GMT+0100 (CET)\
W	39.950479000	-4.164773000	15647.0	500	04	Sun Oct 27 2013 18:21:30 GMT+0100 (CET)\
W	39.950059000	-4.164297000	15696.0	501	04	Sun Oct 27 2013 18:21:45 GMT+0100 (CET)\
W	39.949628000	-4.163608000	15742.0	502	04	Sun Oct 27 2013 18:22:00 GMT+0100 (CET)\
W	39.949155000	-4.162772000	15791.0	503	04	Sun Oct 27 2013 18:22:15 GMT+0100 (CET)\
W	39.948724000	-4.161948000	15836.0	504	04	Sun Oct 27 2013 18:22:30 GMT+0100 (CET)\
W	39.948449000	-4.161097000	15880.0	505	04	Sun Oct 27 2013 18:22:45 GMT+0100 (CET)\
W	39.948232000	-4.160289000	15921.0	506	04	Sun Oct 27 2013 18:23:00 GMT+0100 (CET)\
W	39.947915000	-4.159488000	15961.0	507	04	Sun Oct 27 2013 18:23:15 GMT+0100 (CET)\
W	39.947663000	-4.158928000	16000.0	508	04	Sun Oct 27 2013 18:23:30 GMT+0100 (CET)\
W	39.947595000	-4.158618000	16037.0	509	04	Sun Oct 27 2013 18:23:45 GMT+0100 (CET)\
W	39.947576000	-4.158192000	16076.0	510	04	Sun Oct 27 2013 18:24:00 GMT+0100 (CET)\
W	39.947583000	-4.157804000	16113.0	511	04	Sun Oct 27 2013 18:24:15 GMT+0100 (CET)\
W	39.947473000	-4.157490000	16152.0	517	04	Sun Oct 27 2013 18:24:30 GMT+0100 (CET)\
W	39.947465000	-4.157064000	16195.0	518	04	Sun Oct 27 2013 18:24:45 GMT+0100 (CET)\
W	39.947541000	-4.156609000	16238.0	519	04	Sun Oct 27 2013 18:25:00 GMT+0100 (CET)\
W	39.947568000	-4.156159000	16280.0	520	04	Sun Oct 27 2013 18:25:15 GMT+0100 (CET)\
W	39.947598000	-4.155582000	16323.0	521	04	Sun Oct 27 2013 18:25:30 GMT+0100 (CET)\
W	39.947785000	-4.154753000	16366.0	522	04	Sun Oct 27 2013 18:25:45 GMT+0100 (CET)\
W	39.948056000	-4.153840000	16411.0	523	04	Sun Oct 27 2013 18:26:00 GMT+0100 (CET)\
W	39.948323000	-4.152840000	16455.0	524	04	Sun Oct 27 2013 18:26:15 GMT+0100 (CET)\
W	39.948583000	-4.151649000	16502.0	525	04	Sun Oct 27 2013 18:26:30 GMT+0100 (CET)\
W	39.948827000	-4.150191000	16548.0	526	04	Sun Oct 27 2013 18:26:45 GMT+0100 (CET)\
W	39.948960000	-4.148706000	16597.0	527	04	Sun Oct 27 2013 18:27:00 GMT+0100 (CET)\
W	39.948953000	-4.147263000	16647.0	528	04	Sun Oct 27 2013 18:27:15 GMT+0100 (CET)\
W	39.948838000	-4.145923000	16699.0	529	04	Sun Oct 27 2013 18:27:30 GMT+0100 (CET)\
W	39.948735000	-4.144725000	16748.0	530	04	Sun Oct 27 2013 18:27:45 GMT+0100 (CET)\
W	39.948705000	-4.143590000	16799.0	531	04	Sun Oct 27 2013 18:28:00 GMT+0100 (CET)\
W	39.948575000	-4.142379000	16850.0	532	04	Sun Oct 27 2013 18:28:15 GMT+0100 (CET)\
W	39.948312000	-4.141301000	16898.0	533	04	Sun Oct 27 2013 18:28:30 GMT+0100 (CET)\
W	39.948037000	-4.140191000	16947.0	534	04	Sun Oct 27 2013 18:28:45 GMT+0100 (CET)\
W	39.947682000	-4.139168000	16994.0	535	04	Sun Oct 27 2013 18:29:00 GMT+0100 (CET)\
W	39.947339000	-4.138296000	17040.0	536	04	Sun Oct 27 2013 18:29:15 GMT+0100 (CET)\
W	39.946958000	-4.137560000	17083.0	537	04	Sun Oct 27 2013 18:29:30 GMT+0100 (CET)\
W	39.946691000	-4.136781000	17125.0	538	04	Sun Oct 27 2013 18:29:45 GMT+0100 (CET)\
W	39.946328000	-4.136007000	17168.0	539	04	Sun Oct 27 2013 18:30:00 GMT+0100 (CET)\
W	39.945985000	-4.135147000	17211.0	540	04	Sun Oct 27 2013 18:30:15 GMT+0100 (CET)\
W	39.946038000	-4.134330000	17259.0	541	04	Sun Oct 27 2013 18:30:30 GMT+0100 (CET)\
W	39.946099000	-4.133431000	17304.0	542	04	Sun Oct 27 2013 18:30:45 GMT+0100 (CET)\
W	39.946263000	-4.132431000	17352.0	543	04	Sun Oct 27 2013 18:31:00 GMT+0100 (CET)\
W	39.946488000	-4.131416000	17401.0	544	04	Sun Oct 27 2013 18:31:15 GMT+0100 (CET)\
W	39.946778000	-4.130301000	17450.0	545	04	Sun Oct 27 2013 18:31:30 GMT+0100 (CET)\
W	39.947099000	-4.129061000	17499.0	546	04	Sun Oct 27 2013 18:31:45 GMT+0100 (CET)\
W	39.947335000	-4.127591000	17550.0	547	04	Sun Oct 27 2013 18:32:00 GMT+0100 (CET)\
W	39.947427000	-4.126170000	17601.0	548	04	Sun Oct 27 2013 18:32:15 GMT+0100 (CET)\
W	39.947404000	-4.124808000	17650.0	549	04	Sun Oct 27 2013 18:32:30 GMT+0100 (CET)\
W	39.947404000	-4.123487000	17700.0	550	04	Sun Oct 27 2013 18:32:45 GMT+0100 (CET)\
W	39.947507000	-4.122208000	17746.0	551	04	Sun Oct 27 2013 18:33:00 GMT+0100 (CET)\
W	39.947442000	-4.120932000	17794.0	552	04	Sun Oct 27 2013 18:33:15 GMT+0100 (CET)\
W	39.947354000	-4.119751000	17840.0	553	04	Sun Oct 27 2013 18:33:30 GMT+0100 (CET)\
W	39.947236000	-4.118306000	17886.0	554	04	Sun Oct 27 2013 18:33:45 GMT+0100 (CET)\
W	39.946980000	-4.116770000	17932.0	555	04	Sun Oct 27 2013 18:34:00 GMT+0100 (CET)\
W	39.946530000	-4.115067000	17977.0	556	04	Sun Oct 27 2013 18:34:15 GMT+0100 (CET)\
W	39.946183000	-4.113339000	18024.0	557	04	Sun Oct 27 2013 18:34:30 GMT+0100 (CET)\
W	39.945794000	-4.111761000	18073.0	558	04	Sun Oct 27 2013 18:34:45 GMT+0100 (CET)\
W	39.945367000	-4.110457000	18122.0	559	04	Sun Oct 27 2013 18:35:00 GMT+0100 (CET)\
W	39.944985000	-4.109302000	18170.0	560	04	Sun Oct 27 2013 18:35:15 GMT+0100 (CET)\
W	39.944589000	-4.108330000	18217.0	561	04	Sun Oct 27 2013 18:35:30 GMT+0100 (CET)\
W	39.944394000	-4.107476000	18265.0	562	04	Sun Oct 27 2013 18:35:45 GMT+0100 (CET)\
W	39.944325000	-4.106626000	18311.0	563	04	Sun Oct 27 2013 18:36:00 GMT+0100 (CET)\
W	39.944436000	-4.105848000	18358.0	564	04	Sun Oct 27 2013 18:36:15 GMT+0100 (CET)\
W	39.944543000	-4.105035000	18404.0	565	04	Sun Oct 27 2013 18:36:30 GMT+0100 (CET)\
W	39.944695000	-4.104172000	18451.0	566	04	Sun Oct 27 2013 18:36:45 GMT+0100 (CET)\
W	39.944959000	-4.103364000	18499.0	567	04	Sun Oct 27 2013 18:37:00 GMT+0100 (CET)\
W	39.945245000	-4.102455000	18545.0	568	04	Sun Oct 27 2013 18:37:15 GMT+0100 (CET)\
W	39.945420000	-4.101553000	18585.0	569	04	Sun Oct 27 2013 18:37:30 GMT+0100 (CET)\
